rank,rsId,lane,exc0,abs0,base,peakPhase,scale,srcW,srcH,bakeW,bakeH,srcGridExcessPct,material,severe
592,0x06004818,scenery,0.3431,4.109,11.978,0,4,256,256,1024,1024,23.47,1,0
593,0x06005C0C,creatures,0.3405,4.09,12.012,0,4,128,128,512,512,31.31,1,0
594,0x06003884,props,0.3403,0.245,0.719,0,4,512,512,2048,2048,170.88,0,0
595,0x06005D4A,creatures,0.3397,1.775,5.225,0,4,128,256,512,1024,53.34,1,0
596,0x06003E03,scenery,0.3381,4.02,11.892,0,4,64,64,256,256,17.76,1,0
597,0x06003D07,props,0.3375,3.258,9.653,8,4,64,64,256,256,11.7,1,0
598,0x06004008,doors,0.3373,1.154,3.42,0,4,128,256,512,1024,40.97,0,0
599,0x0600457B,props,0.337,1.581,4.69,0,4,128,64,512,256,5.92,1,0
600,0x0600442F,dungeons,0.337,3.039,9.02,13,4,128,64,512,256,28.58,1,0
601,0x06005AF5,props,0.3368,2.316,6.876,0,4,512,512,2048,2048,40.65,1,0
602,0x060051E6,props,0.3364,2.959,8.796,0,4,32,64,128,256,37.23,1,0
603,0x060041E1,scenery,0.3363,6.719,19.977,0,4,128,128,512,512,20.09,1,0
604,0x06006BA8,scenery,0.3359,6.111,18.192,6,2,256,512,512,1024,1.52,1,0
605,0x06003B26,dungeons,0.3354,2.03,6.052,0,4,128,256,512,1024,39.53,1,0
606,0x06003AB0,scenery,0.3349,3.155,9.421,0,4,64,64,256,256,18.1,1,0
607,0x060047C8,props,0.3342,1.52,4.548,0,4,128,64,512,256,5.98,1,0
608,0x06003EB2,dungeons,0.3333,0.689,2.066,0,4,128,128,512,512,44.0,0,0
609,0x0600393D,dungeons,0.3328,1.18,3.547,0,4,128,128,512,512,50.58,0,0
610,0x060040B6,dungeons,0.3324,1.566,4.712,0,4,128,128,512,512,33.53,1,0
611,0x06005D90,props,0.3322,5.005,15.066,0,4,128,128,512,512,18.13,1,0
612,0x0600474B,dungeons,0.3319,0.902,2.718,15,4,128,128,512,512,95.31,0,0
613,0x06003D9F,props,0.3315,3.551,10.71,0,4,128,128,512,512,40.23,1,0
614,0x06003879,scenery,0.3311,2.184,6.596,0,4,128,256,512,1024,8.82,1,0
615,0x060039AB,dungeons,0.3309,2.657,8.029,0,4,128,128,512,512,27.2,1,0
616,0x06004792,props,0.3309,1.623,4.906,13,4,128,64,512,256,4.2,1,0
617,0x06004577,props,0.3307,1.635,4.943,0,4,128,64,512,256,9.78,1,0
618,0x06003CFA,dungeons,0.3302,3.261,9.874,1,4,128,256,512,1024,36.45,1,0
619,0x060048E3,props,0.3292,1.522,4.623,0,4,64,64,256,256,25.67,1,0
620,0x06005D66,props,0.3275,2.407,7.349,0,4,128,256,512,1024,50.59,1,0
621,0x060047CC,props,0.327,1.588,4.856,0,4,128,64,512,256,8.22,1,0
622,0x06003AD8,dungeons,0.3264,3.573,10.946,0,4,128,128,512,512,25.43,1,0
623,0x060047FD,props,0.3261,1.788,5.483,4,4,128,64,512,256,7.82,1,0
624,0x060067CE,scenery,0.326,1.424,4.367,0,4,256,256,1024,1024,42.68,0,0
625,0x060038D7,scenery,0.3257,2.468,7.578,0,4,256,256,1024,1024,24.68,1,0
626,0x06003F16,dungeons,0.3253,3.278,10.076,0,4,128,128,512,512,34.29,1,0
627,0x0600434A,props,0.325,1.84,5.662,0,4,512,512,2048,2048,44.82,1,0
628,0x06004018,scenery,0.3247,4.792,14.758,10,4,32,64,128,256,24.77,1,0
629,0x060047C6,props,0.3247,1.597,4.918,4,4,128,64,512,256,6.36,1,0
630,0x060039B7,dungeons,0.3241,4.329,13.354,0,4,128,64,512,256,35.08,1,0
631,0x06003E01,scenery,0.3241,1.736,5.355,13,4,64,64,256,256,31.7,1,0
632,0x06003C3D,dungeons,0.3239,4.505,13.909,0,4,128,128,512,512,47.76,1,0
633,0x06003DFD,scenery,0.3238,5.651,17.453,0,4,128,128,512,512,20.25,1,0
634,0x06003ACA,scenery,0.3234,3.393,10.492,8,4,32,128,128,512,-5.32,1,0
635,0x06004187,scenery,0.3234,2.205,6.818,0,4,256,256,1024,1024,28.37,1,0
636,0x06004788,props,0.3229,1.682,5.209,4,4,128,64,512,256,4.1,1,0
637,0x060048E5,props,0.3224,1.996,6.189,6,4,64,64,256,256,16.22,1,0
638,0x0600390D,dungeons,0.3223,3.119,9.677,0,4,128,128,512,512,25.69,1,0
639,0x060047B5,props,0.3215,1.921,5.975,4,4,128,64,512,256,7.88,1,0
640,0x060040D6,scenery,0.3214,1.794,5.581,0,4,128,128,512,512,41.56,1,0
641,0x060047FF,props,0.3203,1.502,4.689,12,4,128,64,512,256,2.54,1,0
642,0x060042A2,dungeons,0.3188,2.303,7.224,0,4,128,128,512,512,55.87,1,0
643,0x06003B15,dungeons,0.3184,3.277,10.291,0,4,128,256,512,1024,28.44,1,0
644,0x0600389E,doors,0.3173,1.496,4.714,0,4,128,128,512,512,28.79,0,0
645,0x06003C9A,dungeons,0.3166,5.247,16.57,0,4,128,128,512,512,42.89,1,0
646,0x06003CBB,doors,0.3165,3.534,11.164,0,4,128,256,512,1024,30.59,1,0
647,0x06006A06,dungeons,0.3151,0.915,2.902,0,4,512,256,2048,1024,25.05,0,0
648,0x06005F1C,scenery,0.3143,0.584,1.857,0,4,256,128,1024,512,73.96,0,0
649,0x0600526A,props,0.3137,7.284,23.216,0,4,128,128,512,512,15.07,1,0
650,0x06006840,creatures,0.3128,3.283,10.498,0,4,256,256,1024,1024,48.66,1,0
651,0x06006E05,scenery,0.3126,4.915,15.725,4,2,512,512,1024,1024,-0.59,1,0
652,0x06003F26,dungeons,0.3122,1.94,6.214,0,4,64,64,256,256,81.66,1,0
653,0x06004FFC,props,0.3119,2.385,7.645,1,4,128,128,512,512,51.89,1,0
654,0x06004089,scenery,0.3118,4.566,14.642,0,4,128,32,512,128,27.37,1,0
655,0x060038A6,dungeons,0.3117,2.162,6.938,0,4,128,128,512,512,45.05,1,0
656,0x06003DA1,dungeons,0.3111,1.212,3.896,0,4,128,128,512,512,43.67,0,0
657,0x06003DA5,dungeons,0.3111,1.212,3.896,0,4,128,128,512,512,43.67,0,0
658,0x06003941,dungeons,0.3109,2.722,8.754,0,4,128,128,512,512,28.32,1,0
659,0x06003913,dungeons,0.3106,2.54,8.18,0,4,128,128,512,512,46.28,1,0
660,0x06003A55,scenery,0.3105,2.411,7.765,0,4,128,64,512,256,29.38,1,0
661,0x0600478E,props,0.3095,1.226,3.96,0,4,128,64,512,256,6.1,0,0
662,0x0600490A,dungeons,0.3086,2.597,8.415,0,4,128,256,512,1024,38.66,1,0
663,0x06004411,props,0.3076,9.521,30.954,8,4,32,32,128,128,1.79,1,0
664,0x06005AF7,props,0.3075,2.122,6.901,0,4,512,512,2048,2048,38.92,1,0
665,0x06003AFF,dungeons,0.3072,1.967,6.404,0,4,128,256,512,1024,45.16,1,0
666,0x060039B3,dungeons,0.3071,0.783,2.55,15,4,128,128,512,512,94.46,0,0
667,0x06005D98,scenery,0.3068,2.362,7.699,0,4,128,128,512,512,22.79,1,0
668,0x06004383,scenery,0.3066,1.445,4.713,15,4,64,64,256,256,29.18,0,0
669,0x0600641B,scenery,0.3065,0.928,3.028,4,4,64,64,256,256,3.97,0,0
670,0x06003914,dungeons,0.3064,5.199,16.97,0,4,256,256,1024,1024,29.13,1,0
671,0x06004814,scenery,0.3062,3.683,12.028,0,4,256,256,1024,1024,21.94,1,0
672,0x06006BD1,scenery,0.3062,8.815,28.79,0,2,512,512,1024,1024,11.62,1,0
673,0x06003955,dungeons,0.3058,1.296,4.237,0,4,256,256,1024,1024,36.01,0,0
674,0x06003D6C,dungeons,0.3055,0.777,2.543,0,4,128,128,512,512,38.75,0,0
675,0x06004520,dungeons,0.3054,1.919,6.283,1,4,128,128,512,512,48.23,1,0
676,0x060047D2,props,0.3052,1.408,4.614,0,4,128,64,512,256,6.78,0,0
677,0x060047CE,props,0.305,1.44,4.722,4,4,128,64,512,256,8.22,0,0
678,0x0600451E,dungeons,0.3041,2.012,6.618,1,4,128,128,512,512,50.77,1,0
679,0x06003D15,dungeons,0.3029,1.547,5.107,0,4,256,256,1024,1024,44.6,1,0
680,0x06004106,dungeons,0.3029,0.922,3.044,0,4,128,128,512,512,41.71,0,0
681,0x06003EAE,dungeons,0.3029,1.288,4.253,0,4,128,128,512,512,39.57,0,0
682,0x06004637,dungeons,0.3025,3.521,11.637,0,4,128,256,512,1024,26.31,1,0
683,0x060046FF,scenery,0.3018,4.674,15.491,0,4,64,64,256,256,38.89,1,0
684,0x06003D13,dungeons,0.3017,1.879,6.229,0,4,256,256,1024,1024,42.81,1,0
685,0x06004801,creatures,0.2997,2.341,7.811,4,4,128,256,512,1024,8.74,1,0
686,0x06003EFC,props,0.2995,2.879,9.61,4,4,32,32,128,128,-14.47,1,0
687,0x06005DE4,scenery,0.2995,4.25,14.188,0,4,256,256,1024,1024,18.08,1,0
688,0x06003CC1,dungeons,0.2989,3.965,13.263,1,4,128,256,512,1024,26.49,1,0
689,0x06004090,scenery,0.2989,2.331,7.8,0,4,128,128,512,512,42.71,1,0
690,0x06003906,dungeons,0.2983,1.63,5.466,0,4,128,128,512,512,27.54,1,0
691,0x0600408D,scenery,0.2978,2.324,7.804,0,4,128,128,512,512,42.71,1,0
692,0x06005A21,props,0.2978,0.747,2.507,0,4,256,256,1024,1024,44.47,0,0
693,0x060039AF,dungeons,0.2977,1.715,5.759,0,4,128,256,512,1024,30.96,1,0
694,0x06006442,props,0.2971,1.824,6.14,0,4,32,32,128,128,66.85,1,0
695,0x06003D1D,dungeons,0.2952,2.256,7.642,13,4,128,256,512,1024,35.07,1,0
696,0x0600483B,scenery,0.295,1.155,3.914,0,4,32,32,128,128,23.0,0,0
697,0x06003FB4,dungeons,0.2946,1.78,6.044,0,4,128,128,512,512,44.39,1,0
698,0x06003911,dungeons,0.2945,0.87,2.954,0,4,256,256,1024,1024,60.44,0,0
699,0x06003D32,dungeons,0.2941,1.618,5.502,0,4,128,128,512,512,53.5,1,0
700,0x06003C3F,creatures,0.2941,0.455,1.546,0,4,256,512,1024,2048,116.44,0,0
701,0x0600728D,dungeons,0.2939,4.722,16.067,0,4,512,512,2048,2048,23.97,1,0
702,0x06003CB9,props,0.2934,2.266,7.726,0,4,256,256,1024,1024,31.78,1,0
703,0x0600550E,props,0.293,1.217,4.153,0,4,128,128,512,512,6.67,0,0
704,0x06003CBD,props,0.292,3.089,10.582,1,4,128,256,512,1024,25.87,1,0
705,0x06003D1B,dungeons,0.2919,2.14,7.333,0,4,128,256,512,1024,40.5,1,0
706,0x060053E6,props,0.2912,3.162,10.858,0,4,32,32,128,128,16.77,1,0
707,0x060047E4,props,0.2907,1.178,4.05,0,4,128,64,512,256,5.2,0,0
708,0x060069D7,creatures,0.2901,0.863,2.974,0,4,256,256,1024,1024,27.15,0,0
709,0x0600397B,dungeons,0.2898,2.138,7.376,0,4,128,256,512,1024,29.63,1,0
710,0x0600472B,scenery,0.2893,1.906,6.586,0,4,128,128,512,512,42.61,1,0
711,0x0600416C,dungeons,0.2884,1.096,3.801,0,4,128,256,512,1024,2.53,0,0
712,0x060072C3,scenery,0.2884,2.332,8.084,0,4,256,256,1024,1024,5.28,1,0
713,0x06005268,props,0.2877,6.68,23.221,12,4,64,64,256,256,2.7,1,0
714,0x06003D2E,dungeons,0.2862,1.77,6.184,0,4,128,128,512,512,41.98,1,0
715,0x06006BDB,scenery,0.2862,0.97,3.391,15,4,128,128,512,512,78.45,0,0
716,0x060047EF,props,0.286,1.333,4.66,12,4,128,64,512,256,3.49,0,0
717,0x060047DA,props,0.2859,1.78,6.225,4,4,128,64,512,256,-0.91,1,0
718,0x06006EAE,scenery,0.2845,3.054,10.733,2,2,512,512,1024,1024,2.23,1,0
719,0x06003AE9,dungeons,0.2829,2.444,8.639,0,4,128,128,512,512,30.85,1,0
720,0x06003D2A,dungeons,0.2828,1.714,6.062,0,4,128,256,512,1024,46.82,1,0
721,0x0600457D,props,0.2824,1.345,4.762,0,4,128,64,512,256,9.94,0,0
722,0x06003E13,props,0.2815,2.542,9.029,1,4,32,32,128,128,52.33,1,0
723,0x06003AEF,dungeons,0.2809,1.365,4.861,0,4,128,128,512,512,43.82,0,0
724,0x060047D6,props,0.2808,1.222,4.353,4,4,128,64,512,256,8.35,0,0
725,0x060042C6,dungeons,0.2805,5.399,19.251,0,4,128,128,512,512,24.43,1,0
726,0x060045A0,props,0.2792,6.762,24.216,0,4,32,32,128,128,-13.18,1,0
727,0x06003E6E,scenery,0.2791,1.148,4.113,8,4,128,128,512,512,7.66,0,0
728,0x06003E44,dungeons,0.2761,2.839,10.283,0,4,128,128,512,512,18.82,1,0
729,0x0600477C,props,0.276,1.21,4.383,0,4,128,64,512,256,7.07,0,0
730,0x06006F8E,doors,0.2756,0.678,2.459,1,4,512,512,2048,2048,24.77,0,0
731,0x06004135,props,0.2756,9.817,35.625,8,4,32,32,128,128,16.38,1,0
732,0x06005A4A,creatures,0.2753,2.097,7.617,8,4,32,128,128,512,68.88,1,0
733,0x06005751,props,0.2746,2.641,9.619,0,4,128,256,512,1024,-2.87,1,0
734,0x06003E7E,dungeons,0.2733,2.709,9.912,0,4,256,256,1024,1024,25.76,1,0
735,0x06004079,scenery,0.2731,1.831,6.706,0,4,128,128,512,512,38.52,1,0
736,0x060062A4,creatures,0.2726,1.349,4.948,8,4,256,256,1024,1024,1.58,0,0
737,0x06003E5A,dungeons,0.2723,1.65,6.06,0,4,128,128,512,512,26.91,1,0
738,0x060042C8,scenery,0.2721,4.441,16.319,0,4,128,128,512,512,25.67,1,0
739,0x06003877,scenery,0.272,3.96,14.56,0,4,128,128,512,512,8.22,1,0
740,0x06004843,props,0.2712,1.248,4.601,0,4,32,32,128,128,32.82,0,0
741,0x06003B4E,dungeons,0.2712,2.724,10.045,0,4,128,128,512,512,19.19,1,0
742,0x06006BE2,scenery,0.2701,6.787,25.128,0,2,512,512,1024,1024,7.91,1,0
743,0x06005FE6,props,0.2698,0.811,3.004,0,4,512,512,2048,2048,32.66,0,0
744,0x06003B53,props,0.2696,4.708,17.465,8,4,64,64,256,256,18.72,1,0
745,0x06003F6C,creatures,0.2695,1.573,5.836,4,4,64,128,256,512,7.6,1,0
746,0x0600478A,props,0.2688,1.267,4.714,0,4,128,64,512,256,8.53,0,0
747,0x06006A03,dungeons,0.2684,1.934,7.204,0,4,512,512,2048,2048,21.4,1,0
748,0x060038F0,dungeons,0.2683,2.488,9.274,0,4,128,128,512,512,47.38,1,0
749,0x0600683E,creatures,0.2682,2.231,8.316,0,4,256,256,1024,1024,48.14,1,0
750,0x06003AAC,scenery,0.2671,1.22,4.567,0,4,32,32,128,128,6.01,0,0
751,0x06005E18,props,0.2662,0.88,3.306,0,4,256,128,1024,512,47.35,0,0
752,0x060072AC,scenery,0.2658,2.131,8.017,0,4,256,256,1024,1024,6.83,1,0
753,0x06003C35,props,0.2658,4.378,16.468,13,4,16,16,64,64,,1,0
754,0x06003A15,scenery,0.2651,2.617,9.872,12,4,32,64,128,256,25.15,1,0
755,0x060047A8,props,0.2646,1.211,4.576,4,4,128,64,512,256,-1.25,0,0
756,0x06004820,props,0.2642,3.894,14.741,0,4,256,256,1024,1024,20.93,1,0
757,0x060064ED,creatures,0.2642,3.31,12.53,0,4,128,128,512,512,1.64,1,0
758,0x06006BE1,scenery,0.2642,3.51,13.286,2,2,256,512,512,1024,12.32,1,0
759,0x060063F5,scenery,0.2642,0.668,2.531,2,2,256,512,512,1024,11.75,0,0
760,0x06003AF1,dungeons,0.264,1.14,4.318,0,4,128,128,512,512,39.46,0,0
761,0x06003D30,dungeons,0.2635,1.635,6.207,0,4,128,128,512,512,42.79,1,0
762,0x0600393B,dungeons,0.2635,1.635,6.203,0,4,128,128,512,512,31.14,1,0
763,0x060062A7,dungeons,0.2635,1.635,6.203,0,4,128,128,512,512,31.14,1,0
764,0x06003EA0,dungeons,0.2626,1.139,4.338,0,4,128,128,512,512,39.82,0,0
765,0x060046EB,scenery,0.261,1.023,3.921,0,4,256,256,1024,1024,55.47,0,0
766,0x06006602,creatures,0.2606,0.403,1.544,0,4,512,256,2048,1024,14.44,0,0
767,0x060072AD,scenery,0.26,2.069,7.957,0,4,256,256,1024,1024,6.13,1,0
768,0x06006F8A,creatures,0.2599,4.152,15.973,0,4,512,512,2048,2048,10.99,1,0
769,0x06006A13,doors,0.2593,1.888,7.283,0,4,512,256,2048,1024,23.23,1,0
770,0x060072C5,scenery,0.2576,2.657,10.312,0,4,256,256,1024,1024,4.41,1,0
771,0x06005A43,creatures,0.2575,1.388,5.391,8,4,128,128,512,512,8.86,0,0
772,0x0600416A,dungeons,0.2574,0.831,3.23,4,4,128,256,512,1024,3.55,0,0
773,0x06004258,dungeons,0.2571,1.815,7.058,0,4,128,128,512,512,45.02,1,0
774,0x06003B56,props,0.2568,7.186,27.98,4,4,256,128,1024,512,-6.78,1,0
775,0x060072C4,scenery,0.2568,2.008,7.819,0,4,256,256,1024,1024,6.06,1,0
776,0x06005A42,creatures,0.2567,1.379,5.372,8,4,128,128,512,512,8.67,0,0
777,0x06004845,dungeons,0.2566,1.977,7.702,0,4,128,128,512,512,24.75,1,0
778,0x06004645,props,0.2564,2.129,8.307,8,4,64,128,256,512,7.59,1,0
779,0x0600668B,creatures,0.2558,0.415,1.621,1,4,128,128,512,512,81.26,0,0
780,0x060074D8,scenery,0.2556,2.4,9.389,2,2,512,512,1024,1024,-0.95,1,0
781,0x06003D3C,props,0.2553,0.77,3.015,4,4,32,32,128,128,7.18,0,0
782,0x06003876,scenery,0.2541,1.557,6.127,0,4,128,256,512,1024,15.25,1,0
783,0x06004816,scenery,0.2529,2.627,10.389,0,4,256,256,1024,1024,23.06,1,0
784,0x0600398F,dungeons,0.2528,2.032,8.038,0,4,128,128,512,512,21.26,1,0
785,0x06003EE1,props,0.2527,5.096,20.167,0,4,256,256,1024,1024,21.17,1,0
786,0x060041F3,dungeons,0.2522,4.148,16.445,0,4,128,128,512,512,26.89,1,0
787,0x060038C5,doors,0.2508,3.256,12.983,12,4,64,128,256,512,4.25,1,0
788,0x06003D76,dungeons,0.2502,3.186,12.731,0,4,128,128,512,512,23.65,1,0
789,0x06005A28,props,0.25,1.452,5.81,0,4,256,256,1024,1024,35.37,0,0
790,0x0600404B,scenery,0.2496,3.993,15.996,0,4,64,64,256,256,8.17,1,0
791,0x06003E8C,props,0.2489,2.405,9.661,15,4,32,64,128,256,52.73,1,0
792,0x06003EBE,dungeons,0.2487,2.004,8.058,0,4,128,128,512,512,30.86,1,0
793,0x060048EB,props,0.2482,6.334,25.522,0,4,128,128,512,512,5.3,1,0
794,0x060043F6,dungeons,0.2475,0.332,1.34,6,4,256,256,1024,1024,40.13,0,0
795,0x06003E92,dungeons,0.2473,1.531,6.192,0,4,128,256,512,1024,35.3,1,0
796,0x06003D0D,dungeons,0.2471,1.697,6.868,0,4,128,128,512,512,30.54,1,0
797,0x06006270,scenery,0.2461,1.737,7.057,11,4,128,64,512,256,63.14,1,0
798,0x06004113,dungeons,0.246,0.668,2.715,1,4,128,128,512,512,41.72,0,0
799,0x06005A44,creatures,0.2459,1.317,5.356,8,4,128,128,512,512,8.98,0,0
800,0x06003D0B,props,0.2457,3.72,15.138,0,4,64,64,256,256,24.94,1,0
801,0x06005DA0,scenery,0.2451,1.626,6.637,0,4,64,64,256,256,65.72,1,0
802,0x060066E6,scenery,0.245,4.697,19.17,8,4,256,256,1024,1024,0.3,1,0
803,0x06006BDC,scenery,0.245,0.699,2.855,0,4,256,256,1024,1024,30.25,0,0
804,0x06003B57,props,0.2447,5.879,24.023,4,4,128,128,512,512,-4.7,1,0
805,0x06005A49,creatures,0.2443,1.901,7.781,8,4,128,32,512,128,68.88,1,0
806,0x06005F7C,creatures,0.2435,2.179,8.948,0,4,64,128,256,512,44.03,1,0
807,0x06005F7D,creatures,0.2432,2.235,9.19,0,4,64,128,256,512,45.22,1,0
808,0x06003DA9,dungeons,0.2428,0.841,3.464,0,4,128,128,512,512,40.31,0,0
809,0x06006BD0,scenery,0.2427,1.117,4.601,0,2,64,512,128,1024,33.01,0,0
810,0x060069DB,creatures,0.242,0.726,2.998,0,4,256,256,1024,1024,24.08,0,0
811,0x06006BA6,scenery,0.2404,3.251,13.521,0,2,512,512,1024,1024,13.65,1,0
812,0x06003AA4,props,0.2393,1.854,7.748,12,4,32,32,128,128,102.17,1,0
813,0x06004575,props,0.2388,1.084,4.541,4,4,128,64,512,256,12.36,0,0
814,0x06006B9C,scenery,0.2384,0.588,2.465,0,2,512,512,1024,1024,20.27,0,0
815,0x060047B7,props,0.2379,1.446,6.075,4,4,128,64,512,256,7.9,0,0
816,0x06004812,scenery,0.2376,2.937,12.363,0,4,256,256,1024,1024,19.82,1,0
817,0x060053E2,props,0.2373,3.776,15.91,0,4,64,64,256,256,20.48,1,0
818,0x06003E6B,dungeons,0.2362,1.644,6.963,0,4,128,128,512,512,32.83,1,0
819,0x060037C5,scenery,0.235,4.247,18.072,0,4,128,128,512,512,8.73,1,0
820,0x06004632,scenery,0.2349,1.613,6.868,0,4,64,64,256,256,17.22,1,0
821,0x060054EC,creatures,0.2344,1.573,6.712,0,4,64,128,256,512,3.69,1,0
822,0x060039A5,dungeons,0.2344,1.373,5.859,0,4,128,256,512,1024,30.71,0,0
823,0x060039A9,dungeons,0.2344,1.373,5.859,0,4,128,256,512,1024,30.71,0,0
824,0x060053E4,props,0.2341,2.032,8.679,12,4,32,32,128,128,14.85,1,0
825,0x06005D49,creatures,0.2338,1.111,4.752,0,4,128,256,512,1024,62.79,0,0
826,0x060051B0,doors,0.2334,1.578,6.759,8,4,128,64,512,256,28.23,1,0
827,0x06003A0F,props,0.2332,1.504,6.448,3,4,16,16,64,64,,1,0
828,0x0600457F,props,0.2332,1.258,5.396,4,4,128,64,512,256,1.76,0,0
829,0x0600418D,scenery,0.2327,0.742,3.187,14,4,64,32,256,128,15.9,0,0
830,0x0600387E,scenery,0.2326,3.739,16.075,0,4,256,256,1024,1024,17.14,1,0
831,0x060047F9,props,0.2325,1.089,4.686,4,4,128,64,512,256,0.69,0,0
832,0x0600471B,creatures,0.2312,5.839,25.261,0,4,128,128,512,512,10.26,1,0
833,0x0600419D,props,0.2306,3.889,16.868,12,4,64,128,256,512,7.77,1,0
834,0x060057C5,props,0.2305,1.867,8.101,12,4,128,128,512,512,3.62,1,0
835,0x06003D44,dungeons,0.2302,3.569,15.505,0,4,128,128,512,512,27.08,1,0
836,0x060038F4,dungeons,0.2292,1.633,7.125,0,4,128,128,512,512,28.5,1,0
837,0x06004799,props,0.229,0.964,4.208,0,4,64,128,256,512,14.28,0,0
838,0x0600389C,dungeons,0.2275,1.55,6.813,0,4,128,128,512,512,20.89,1,0
839,0x060051E0,scenery,0.2274,5.254,23.103,0,4,64,64,256,256,6.6,1,0
840,0x06003E50,dungeons,0.2271,2.067,9.104,0,4,128,128,512,512,23.77,1,0
841,0x06005E12,props,0.2269,1.504,6.63,0,4,128,128,512,512,54.28,1,0
842,0x06006F4B,creatures,0.2262,0.213,0.943,0,4,512,512,2048,2048,40.19,0,0
843,0x06005D6A,props,0.2244,2.672,11.908,0,4,128,256,512,1024,38.92,1,0
844,0x06006F82,dungeons,0.223,2.448,10.978,0,4,512,512,2048,2048,26.61,1,0
845,0x06006F80,doors,0.223,2.448,10.978,0,4,512,512,2048,2048,26.61,1,0
846,0x060069DA,creatures,0.2229,0.4,1.793,0,4,256,256,1024,1024,21.96,0,0
847,0x0600407F,props,0.2227,1.971,8.85,0,4,128,128,512,512,25.37,1,0
848,0x060040D0,scenery,0.2224,6.11,27.478,4,4,64,64,256,256,1.5,1,0
849,0x060072B2,props,0.2223,1.183,5.322,8,4,256,256,1024,1024,1.72,0,0
850,0x06003993,dungeons,0.2217,4.44,20.022,0,4,128,128,512,512,47.54,1,0
851,0x06005BB8,props,0.2215,1.033,4.666,0,4,256,256,1024,1024,32.1,0,0
852,0x06006BD7,props,0.2203,2.487,11.289,0,4,256,256,1024,1024,11.07,1,0
853,0x06005D4B,creatures,0.2201,1.118,5.081,0,4,128,256,512,1024,61.43,0,0
854,0x060069DC,creatures,0.2192,0.774,3.531,0,4,256,256,1024,1024,19.66,0,0
855,0x060053E8,props,0.2185,2.343,10.722,12,4,32,32,128,128,19.13,1,0
856,0x06005E14,props,0.2185,2.03,9.292,0,4,128,128,512,512,67.75,1,0
857,0x06006662,creatures,0.2183,0.651,2.98,8,4,128,128,512,512,17.45,0,0
858,0x0600386F,scenery,0.2164,1.466,6.773,0,4,256,256,1024,1024,5.92,0,0
859,0x060047EC,creatures,0.2164,0.665,3.071,0,4,128,128,512,512,2.51,0,0
860,0x060039AD,dungeons,0.2151,1.25,5.809,0,4,128,128,512,512,25.72,0,0
861,0x06003AAA,props,0.2143,3.852,17.976,0,4,32,64,128,256,21.0,1,0
862,0x06004265,scenery,0.2141,4.148,19.376,0,4,128,128,512,512,23.0,1,0
863,0x06004796,props,0.214,0.914,4.273,0,4,128,64,512,256,7.85,0,0
864,0x06004571,props,0.2131,1.115,5.232,4,4,128,64,512,256,4.15,0,0
865,0x060047BA,props,0.2128,1.138,5.349,4,4,128,64,512,256,4.47,0,0
866,0x06003D72,dungeons,0.2122,2.708,12.761,0,4,128,128,512,512,27.03,1,0
867,0x060038F2,dungeons,0.212,1.904,8.979,0,4,128,128,512,512,44.03,1,0
868,0x06005CF2,creatures,0.2114,0.668,3.159,0,4,256,256,1024,1024,4.77,0,0
869,0x06003E52,dungeons,0.2108,1.456,6.91,0,4,128,128,512,512,46.9,0,0
870,0x060066E7,creatures,0.2102,1.348,6.413,0,4,128,128,512,512,79.37,0,0
871,0x06003FFC,creatures,0.2088,0.724,3.465,12,4,32,128,128,512,-4.07,0,0
872,0x060037FE,props,0.2086,1.099,5.269,12,4,128,128,512,512,0.82,0,0
873,0x06004709,scenery,0.2084,1.256,6.027,1,4,128,128,512,512,37.29,0,0
874,0x06006027,props,0.2083,1.613,7.743,0,4,128,128,512,512,29.35,1,0
875,0x06006BC2,creatures,0.2081,3.315,15.93,0,4,512,512,2048,2048,12.82,1,0
876,0x0600689E,dungeons,0.2077,1.647,7.927,12,4,512,512,2048,2048,0.44,1,0
877,0x06003EAC,dungeons,0.2075,1.148,5.533,0,4,128,128,512,512,32.44,0,0
878,0x06003881,scenery,0.207,3.255,15.725,0,4,256,256,1024,1024,17.47,1,0
879,0x06007504,scenery,0.2063,3.458,16.76,2,2,512,512,1024,1024,1.52,1,0
880,0x06006F67,creatures,0.2063,0.436,2.112,15,4,512,512,2048,2048,94.23,0,0
881,0x06005D48,creatures,0.2054,1.072,5.217,0,4,128,256,512,1024,59.4,0,0
882,0x060045B4,props,0.2052,2.973,14.485,8,4,64,128,256,512,-16.28,1,0
883,0x060038CA,doors,0.2046,2.177,10.639,4,4,32,32,128,128,12.88,1,0
884,0x060041F5,dungeons,0.2039,4.049,19.856,0,4,128,128,512,512,20.59,1,0
885,0x06005A27,props,0.2036,1.333,6.545,0,4,256,256,1024,1024,27.25,0,0
886,0x060039C3,dungeons,0.2023,1.595,7.884,0,4,128,256,512,1024,43.07,1,0
887,0x06003FC7,dungeons,0.2022,1.488,7.36,12,4,256,256,1024,1024,3.36,0,0
888,0x060047F3,props,0.2021,0.953,4.717,13,4,128,64,512,256,-1.83,0,0
889,0x06004016,scenery,0.2021,1.265,6.261,0,4,128,128,512,512,37.39,0,0
890,0x060038FE,doors,0.2007,0.436,2.17,0,4,128,128,512,512,45.18,0,0
891,0x06006CF3,props,0.2004,4.239,21.158,0,4,256,512,1024,2048,13.26,1,0
892,0x06006661,creatures,0.2001,0.542,2.709,8,4,128,128,512,512,22.07,0,0
